datetime,open,high,low,close,volume,av_pr,diff,candle,7_day_SMA,30_day_SMA,7_day_EMA,30_day_EMA,RSI,12_day_EMA,26_day_EMA,MACD,Signal_Line,20_day_SMA,20_day_STD,Upper_Band,Lower_Band,lag_1,lag_2,lag_3
2025-01-25 01:00:00,3.1008,3.1446,3.0784,3.108,99489857.0,3.1115,0.0072,1,3.106628571428572,2.64075,3.1017660453760327,2.767459468571612,67.70819453697536,3.026782927537908,2.8121665121971504,0.2146164153407577,0.2072331554398137,2.832285,0.3821367835502179,3.596558567100436,2.068011432899564,3.1009,3.1194,3.1803
2025-01-26 01:00:00,3.1079,3.1443,3.0115,3.0223,128937813.0,3.0779,-0.0855999999999999,0,3.115714285714286,2.66994,3.0818995340320243,2.7839007931798947,67.08693643144763,3.0260932463782297,2.827731955738102,0.1983612906401277,0.2054587824798765,2.8624,0.3715210853264,3.6054421706528,2.1193578293472,3.108,3.1009,3.1194
2025-01-27 01:00:00,3.0222,3.0587,2.6559,3.0552,660056174.0,2.8573,0.0329999999999999,1,3.1085571428571432,2.69897,3.075224650524018,2.8014039678134504,67.39471619147267,3.0305712084738867,2.8445814404982426,0.1859897679756441,0.2015649795790301,2.9016,0.3463685305384561,3.5943370610769123,2.208862938923088,3.0223,3.108,3.1009
2025-01-28 01:00:00,3.0552,3.214,3.0062,3.0572,369470786.0,3.1101,0.0019999999999997,1,3.0919,2.73107,3.070718487893014,2.8179069376319377,64.0545021988321,3.0346679456317505,2.8603309634242984,0.174336982207452,0.1961193801047145,2.935805,0.324520009074132,3.5848450181482643,2.286764981851736,3.0552,3.0223,3.108
2025-01-29 01:00:00,3.0572,3.1363,2.9673,3.0683,254756655.0,3.0518,0.0110999999999998,1,3.0759000000000003,2.7647233333333334,3.07011386591976,2.834061328752458,45.95707782354214,3.0398421078422504,2.8757360772447207,0.1641060305975297,0.1897167102032775,2.97561,0.2852926528837973,3.5461953057675943,2.405024694232405,3.0572,3.0552,3.0223
2025-01-30 01:00:00,3.0683,3.1544,3.0466,3.1276,173143314.0,3.1005000000000003,0.0593000000000003,1,3.0770714285714287,2.7995233333333336,3.08448539943982,2.852999307542622,43.32158690462659,3.053343322020366,2.894392664115482,0.1589506579048838,0.1835634997435988,3.01492,0.2445639698901339,3.504047939780268,2.5257920602197323,3.0683,3.0572,3.0552
2025-01-31 01:00:00,3.1276,3.1333,3.003,3.0361,162235322.0,3.06815,-0.0915000000000003,0,3.0678142857142854,2.8229666666666664,3.0723890495798645,2.8648122554430984,36.14327453738773,3.050690503248002,2.9048895038106317,0.1458009994373705,0.1760109996823532,3.037905,0.2217160072444531,3.481337014488906,2.5944729855110937,3.1276,3.0683,3.0572
2025-02-01 01:00:00,3.0361,3.0727,2.8281,2.8778,173601404.0,2.9504,-0.1582999999999996,0,3.0349285714285714,2.8388133333333334,3.0237417871848984,2.86565017444677,31.512406830833115,3.0240919642867707,2.9028828738987325,0.1212090903880382,0.1650506178234902,3.056565,0.1875404862254698,3.4316459724509394,2.681484027549061,3.0361,3.1276,3.0683
2025-02-02 01:00:00,2.8779,2.9559,2.4603,2.58,684089012.0,2.7081,-0.2978999999999998,0,2.971742857142857,2.84299,2.912806340388674,2.847221130934076,31.909811789433466,2.9557701236272678,2.878965623980308,0.0768044996469594,0.147401394188184,3.059405,0.1792868782441362,3.4179787564882727,2.700831243511727,2.8778,3.0361,3.1276
2025-02-03 01:00:00,2.5801,2.7814,1.7711,2.7001,1866758972.0,2.27625,0.1200000000000001,1,2.9210142857142856,2.852323333333333,2.8596297552915058,2.8377294450673607,30.141148794354024,2.916436258453841,2.8657163185002847,0.0507199399535567,0.1280651033412586,3.061045,0.1756239807237741,3.412292961447548,2.709797038552452,2.58,2.8778,3.0361
2025-02-04 01:00:00,2.7,2.7874,2.4209,2.5274,621552965.0,2.60415,-0.1726000000000001,0,2.8453285714285714,2.85659,2.7765723164686293,2.8177081905468864,21.2557808609036,2.85658452638402,2.8406558504632264,0.0159286759207932,0.1056378178571655,3.03027,0.2109086359939854,3.4520872719879714,2.608452728012029,2.7001,2.58,2.8778
2025-02-05 01:00:00,2.5275,2.5692,2.3384,2.381,338815093.0,2.4538,-0.1465,0,2.7471428571428573,2.85529,2.677679237351472,2.78953346857612,18.38962271612749,2.783417676171094,2.806607268947432,-0.0231895927763381,0.0798723357304648,2.9870650000000003,0.2495504131644097,3.48616582632882,2.487964173671181,2.5274,2.7001,2.58
2025-02-06 01:00:00,2.381,2.4699,2.2772,2.325,322896937.0,2.37355,-0.0559999999999996,0,2.632485714285714,2.857083333333333,2.589509428013604,2.7595635673776604,18.461171986660304,2.71289187983708,2.7709326564328074,-0.0580407765957278,0.0522897132652262,2.938705,0.2792548043689831,3.4972146087379663,2.380195391262034,2.381,2.5274,2.7001
2025-02-07 01:00:00,2.3251,2.542,2.2655,2.3968,447487945.0,2.40375,0.0716999999999998,1,2.5411571428571427,2.857873333333333,2.5413320710102028,2.736159466256521,23.1812295269292,2.6642623598621444,2.7432191263266734,-0.0789567664645289,0.0260404173192752,2.89506,0.2926905396489628,3.480441079297925,2.3096789207020745,2.325,2.381,2.5274
2025-02-08 01:00:00,2.3969,2.4372,2.3506,2.419,154717204.0,2.3939,0.0221,1,2.4756142857142858,2.862766666666667,2.510749053257652,2.715697565207713,24.054827534267204,2.626529689114122,2.71920289474692,-0.0926732056327979,0.0022976927288606,2.868075,0.3108313603954146,3.4897377207908296,2.2464122792091707,2.3968,2.325,2.381
2025-02-09 01:00:00,2.419,2.5079,2.3113,2.3928,204205603.0,2.4096,-0.0262000000000002,0,2.4488714285714286,2.86448,2.481261789943239,2.6948654642265706,25.18331625009856,2.590571275404257,2.695024902543444,-0.1044536271391871,-0.0190525712447489,2.83245,0.3228112019513326,3.4780724039026656,2.1868275960973347,2.419,2.3968,2.325
2025-02-10 01:00:00,2.3928,2.4733,2.3235,2.4237,207257933.0,2.3984,0.0309000000000003,1,2.4093857142857145,2.85939,2.4668713424574293,2.677370918147437,25.06515043828477,2.5648987714959097,2.6749267616143,-0.1100279901183904,-0.0372476550194772,2.794945,0.3246340943844977,3.4442131887689955,2.145676811231004,2.3928,2.419,2.3968
2025-02-11 01:00:00,2.4238,2.529,2.3708,2.4131,248182176.0,2.4499,-0.0106999999999999,0,2.3930571428571428,2.85634,2.453428506843072,2.6603211814927645,24.739195230998533,2.541545114342693,2.6555321866799075,-0.1139870723372147,-0.0525955384830247,2.756585,0.3220196092018731,3.4006242184037463,2.1125457815962534,2.4237,2.3928,2.419
2025-02-12 01:00:00,2.413,2.4962,2.3323,2.4734,227957636.0,2.41425,0.0604,1,2.4062571428571427,2.85468,2.458421380132304,2.648261750428716,27.53568461596558,2.5310612505976637,2.6420409135925067,-0.1109796629948434,-0.0642723633853885,2.724285,0.3160553886750343,3.3563957773500688,2.092174222649932,2.4131,2.4237,2.3928
2025-02-13 01:00:00,2.4734,2.6061,2.4154,2.5599,212478703.0,2.51075,0.0865,1,2.4398142857142857,2.8511,2.483791035099228,2.6425609923365405,28.99430178346776,2.5354979812749456,2.635956401474544,-0.1004584201995979,-0.0715095747482303,2.697235,0.3050865869759472,3.3074081739518943,2.0870618260481058,2.4734,2.4131,2.4237
2025-02-14 01:00:00,2.56,2.8356,2.53,2.7384,407541122.0,2.6828,0.1783999999999999,1,2.488614285714285,2.837616666666667,2.5474432763244206,2.64874415412128,39.65097684766739,2.5667136764634155,2.643544816180133,-0.0768311397167176,-0.0725738877419278,2.678755,0.2897017658413209,3.258158531682642,2.0993514683173577,2.5599,2.4734,2.4131
2025-02-15 01:00:00,2.7384,2.8335,2.713,2.7619,184181907.0,2.77325,0.0234999999999998,1,2.5376,2.8215100000000004,2.601057457243315,2.6560445312747456,45.554276946682,2.59674234162289,2.6523118668334567,-0.0555695252105667,-0.0691730152356556,2.665735,0.2791070974884401,3.22394919497688,2.10752080502312,2.7384,2.5599,2.4734
2025-02-16 01:00:00,2.7619,2.8054,2.6879,2.7283,132387997.0,2.74665,-0.0335999999999998,0,2.585528571428572,2.8027133333333327,2.6328680929324864,2.6607061744183107,57.1346098335418,2.6169819813732142,2.657940617438386,-0.0409586360651719,-0.0635301394015588,2.64939,0.2642768562262739,3.177943712452548,2.120836287547452,2.7619,2.7384,2.5599
2025-02-17 01:00:00,2.7283,2.7648,2.6075,2.6599,212813356.0,2.68615,-0.0684,0,2.619271428571428,2.7823866666666666,2.6396260696993648,2.6606541631655167,47.964763061968405,2.623584753469643,2.6580857568873943,-0.0345010034177515,-0.0577243122047974,2.629525,0.2463322507573021,3.1221895015146046,2.136860498485396,2.7283,2.7619,2.7384
2025-02-18 01:00:00,2.6599,2.6699,2.4693,2.5628,227170019.0,2.5696000000000003,-0.0970999999999997,0,2.640657142857143,2.76919,2.620419552274524,2.654340991348387,51.94078947368422,2.6142332529358514,2.6510275526735136,-0.0367942997376622,-0.0535383097113703,2.6042499999999995,0.22384959588739,3.05194919177478,2.1565508082252194,2.6599,2.7283,2.7619
2025-02-19 01:00:00,2.5629,2.747,2.5121,2.7378,208244059.0,2.62955,0.1749,1,2.678428571428572,2.75694,2.649764664205893,2.659725443519459,68.96661705294495,2.6332435217149515,2.6574551413643643,-0.0242116196494128,-0.0476729716989788,2.58476,0.1903469640862247,2.9654539281724497,2.2040660718275507,2.5628,2.6599,2.7283
2025-02-20 01:00:00,2.7378,2.749,2.6671,2.6877,161604635.0,2.70805,-0.0501,0,2.696685714285714,2.7407366666666664,2.65924849815442,2.661530253614978,69.4019471488178,2.6416214414511128,2.6596955012633003,-0.0180740598121875,-0.0417531893216206,2.56734,0.1604643078857835,2.888268615771567,2.2464113842284323,2.7378,2.5628,2.6599
2025-02-21 01:00:00,2.6878,2.716,2.5076,2.5721,257777373.0,2.6118,-0.1157000000000003,0,2.6729285714285718,2.720463333333333,2.637461373615815,2.6557605598333667,58.95758814512008,2.6309258350740183,2.653206945614167,-0.0222811105401485,-0.0378587735653262,2.552055,0.1429375479195844,2.837930095839169,2.2661799041608317,2.6877,2.7378,2.5628
2025-02-22 01:00:00,2.5722,2.6099,2.5505,2.574,92676731.0,2.5802,0.0017999999999998,1,2.646085714285714,2.7022833333333334,2.621596030211861,2.650485685005408,58.0880818200793,2.6221680142934,2.647339764457562,-0.0251717501641617,-0.0353213688850933,2.551755,0.1428820952099292,2.8375191904198585,2.265990809580141,2.5721,2.6877,2.7378
2025-02-23 01:00:00,2.574,2.6016,2.5408,2.5673,43978905.0,2.5712,-0.0066999999999999,0,2.6230857142857142,2.684496666666667,2.608022022658896,2.645118866617962,59.29476936188346,2.6137267813251848,2.641410893016261,-0.0276841116910762,-0.0337939174462899,2.545115,0.138648397697957,2.8224117953959142,2.267818204604086,2.574,2.5721,2.6877
